Frame Number,time_relative,protocols,enb_ue_s1ap_id,cellidentity,mme_ue_s1ap_id,teid,IMSI
9951,76.084308000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
9952,76.084372000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
9953,76.084397000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
9954,76.084504000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9955,76.084515000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9956,76.084518000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9957,76.084557000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9958,76.084579000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9959,76.084596000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9960,76.085249000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
9961,76.085275000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
9962,76.085338000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
9963,76.085369000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
9964,76.085439000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
9965,76.085463000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
9966,76.085563000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9967,76.085575000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9968,76.085604000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9969,76.085623000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9970,76.086063000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
9971,76.086088000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
9972,76.086637000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9973,76.086648000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9974,76.086677000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9975,76.086701000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9976,76.086728000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9977,76.086746000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9978,76.087203000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
9979,76.087232000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
9980,76.087283000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
9981,76.087318000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
9982,76.087602000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9983,76.087614000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9984,76.087643000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9985,76.087665000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9986,76.087695000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9987,76.087711000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9988,76.088182000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
9989,76.088207000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
9990,76.088262000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
9991,76.088286000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
9992,76.088590000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9993,76.088601000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9994,76.088604000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9995,76.088633000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9996,76.088660000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9997,76.088676000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
9998,76.089256000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
9999,76.089280000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10000,76.089322000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10001,76.089350000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10002,76.089436000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10003,76.089454000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10004,76.089463000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10005,76.089478000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10006,76.089504000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10007,76.089518000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10008,76.089559000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10009,76.089609000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10010,76.090246000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10011,76.090271000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10012,76.090365000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10013,76.090389000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10014,76.090427000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10015,76.090448000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10016,76.090573000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10017,76.090583000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10018,76.090586000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10019,76.090617000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10020,76.090636000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10021,76.090652000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10022,76.091670000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10023,76.091680000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10024,76.091683000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10025,76.091725000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10026,76.091745000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10027,76.091762000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10028,76.092160000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10029,76.092184000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10030,76.092249000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10031,76.092270000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10032,76.092287000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10033,76.092317000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10034,76.092339000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10035,76.092364000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10036,76.092520000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10037,76.092531000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10038,76.092556000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10039,76.092575000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10040,76.093541000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10041,76.093581000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10042,76.093600000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10043,76.093611000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10044,76.093656000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10045,76.093675000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10046,76.094045000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10047,76.094068000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10048,76.094137000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
10049,76.094158000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10050,76.094174000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10051,76.094189000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10052,76.094215000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10053,76.094237000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10054,76.094262000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10055,76.094281000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10056,76.094562000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10057,76.094596000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10058,76.094634000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10059,76.094641000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10060,76.094670000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10061,76.094689000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10062,76.095222000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10063,76.095246000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10064,76.095318000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10065,76.095332000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10066,76.095342000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10067,76.095353000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10068,76.095372000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10069,76.095385000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10070,76.095406000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10071,76.095423000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10072,76.095443000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10073,76.095458000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10074,76.095471000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10075,76.095490000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10076,76.095523000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10077,76.095533000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10078,76.095567000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10079,76.095586000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10080,76.096223000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
10081,76.096247000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10082,76.096341000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10083,76.096372000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10084,76.096375000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10085,76.096464000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10086,76.096484000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10087,76.096628000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10088,76.096661000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10089,76.096700000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10090,76.096705000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10091,76.096735000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10092,76.096754000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10093,76.097642000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10094,76.097652000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10095,76.097684000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10096,76.097703000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10097,76.098190000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10098,76.098213000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10099,76.098274000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10100,76.098290000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10101,76.098317000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10102,76.098333000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10103,76.098345000,sll|ethertype|ip|udp|gtp|ip|tcp|tls,1,0x00000101,1,0x00000002,
10104,76.098360000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10105,76.098382000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10106,76.098404000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10107,76.098428000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10108,76.098446000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10109,76.098460000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10110,76.098483000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10111,76.098546000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10112,76.098557000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10113,76.098586000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10114,76.098605000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10115,76.099227000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10116,76.099251000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10117,76.099314000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10118,76.099328000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10119,76.099338000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10120,76.099347000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10121,76.099357000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10122,76.099367000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10123,76.099387000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10124,76.099410000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10125,76.099435000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10126,76.099449000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10127,76.099467000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10128,76.099486000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10129,76.099614000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10130,76.099624000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10131,76.099649000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10132,76.099669000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10133,76.100200000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10134,76.100225000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10135,76.100275000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10136,76.100290000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10137,76.100316000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
10138,76.100333000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10139,76.100345000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10140,76.100356000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10141,76.100377000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10142,76.100410000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10143,76.100427000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10144,76.100445000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10145,76.100458000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10146,76.100474000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10147,76.100479000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10148,76.100494000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10149,76.100515000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10150,76.100536000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10151,76.101195000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10152,76.101218000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10153,76.101285000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10154,76.101327000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10155,76.101341000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10156,76.101352000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10157,76.101362000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10158,76.101373000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10159,76.101394000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10160,76.101416000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10161,76.101442000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10162,76.101456000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10163,76.101475000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10164,76.101500000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10165,76.101563000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10166,76.101573000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10167,76.101603000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10168,76.101618000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10169,76.102590000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10170,76.102600000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10171,76.102631000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10172,76.102652000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10173,76.103116000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10174,76.103139000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10175,76.103207000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
10176,76.103221000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10177,76.103231000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10178,76.103242000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10179,76.103258000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10180,76.103270000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10181,76.103291000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10182,76.103322000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10183,76.103348000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10184,76.103357000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10185,76.103373000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10186,76.103395000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10187,76.103551000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10188,76.103584000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10189,76.103623000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10190,76.103656000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10191,76.104409000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10192,76.104433000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10193,76.104492000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10194,76.104507000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10195,76.104517000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10196,76.104527000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10197,76.104537000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10198,76.104551000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10199,76.104564000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
10200,76.104579000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10201,76.104601000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10202,76.104630000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10203,76.104650000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10204,76.104674000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10205,76.104697000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
10206,76.104710000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10207,76.104731000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10208,76.104757000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10209,76.105105000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10210,76.105129000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
10211,76.105168000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
10212,76.105182000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
